no,region,house_type,structure,upper_ins_type,lower_ins_type,upper_u,wall_u,lower_u,base_psi_outside,base_psi_inside,window_u,window_attachment_u,window_eta,window_attachement_eta
長-374,4,戸建,木造,屋根断熱,床断熱,0.26,0.51,0.47,0.53,0.76,2.33,1.99,0.4,0.4
長-375,4,戸建,木造,屋根断熱,床断熱,0.26,0.51,0.47,0.53,0.76,2.33,1.99,0.4,0.4
長-376,4,戸建,木造,屋根断熱,床断熱,0.26,0.51,0.47,0.53,0.76,2.33,1.99,0.4,0.4
長-410,4,戸建,木造,屋根断熱,床断熱,0.26,0.51,0.47,0.53,0.76,2.33,1.99,0.4,0.4
長-426,4,戸建,木造,屋根断熱,床断熱,0.26,0.51,0.47,0.53,0.76,2.33,1.99,0.4,0.4
長-454,4,戸建,木造,屋根断熱,床断熱,0.26,0.51,0.47,0.53,0.76,2.33,1.99,0.4,0.4
長-464,4,戸建,木造,屋根断熱,床断熱,0.26,0.51,0.47,0.53,0.76,2.33,1.99,0.4,0.4
長-518,4,戸建,木造,屋根断熱,床断熱,0.26,0.51,0.47,0.53,0.76,2.33,1.99,0.4,0.4
長-521,4,戸建,木造,屋根断熱,床断熱,0.26,0.51,0.47,0.53,0.76,2.33,1.99,0.4,0.4
長-525,4,戸建,木造,屋根断熱,床断熱,0.26,0.51,0.47,0.53,0.76,2.33,1.99,0.4,0.4
長-531,4,戸建,木造,屋根断熱,床断熱,0.26,0.51,0.47,0.53,0.76,2.33,1.99,0.4,0.4
長-550,4,戸建,木造,屋根断熱,床断熱,0.26,0.51,0.47,0.53,0.76,2.33,1.99,0.4,0.4
長-551,4,戸建,木造,屋根断熱,床断熱,0.26,0.51,0.47,0.53,0.76,2.33,1.99,0.4,0.4
長-555,4,戸建,木造,屋根断熱,床断熱,0.26,0.51,0.47,0.53,0.76,2.33,1.99,0.4,0.4
長-595,4,戸建,木造,屋根断熱,床断熱,0.26,0.51,0.47,0.53,0.76,2.33,1.99,0.4,0.4
長-600,4,戸建,木造,屋根断熱,床断熱,0.26,0.51,0.47,0.53,0.76,2.33,1.99,0.4,0.4
長-605,4,戸建,木造,屋根断熱,床断熱,0.26,0.51,0.47,0.53,0.76,2.33,1.99,0.4,0.4
長-635,4,戸建,木造,屋根断熱,床断熱,0.26,0.51,0.47,0.53,0.76,2.33,1.99,0.4,0.4
長-747,4,戸建,木造,屋根断熱,床断熱,0.26,0.51,0.47,0.53,0.76,2.33,1.99,0.4,0.4
長-753,4,戸建,木造,屋根断熱,床断熱,0.26,0.51,0.47,0.53,0.76,2.33,1.99,0.4,0.4
長-757,4,戸建,木造,屋根断熱,床断熱,0.26,0.51,0.47,0.53,0.76,2.33,1.99,0.4,0.4
長-759,4,戸建,木造,屋根断熱,床断熱,0.26,0.51,0.47,0.53,0.76,2.33,1.99,0.4,0.4
長-766,4,戸建,木造,屋根断熱,床断熱,0.26,0.51,0.47,0.53,0.76,2.33,1.99,0.4,0.4
長-769,4,戸建,木造,屋根断熱,床断熱,0.26,0.51,0.47,0.53,0.76,2.33,1.99,0.4,0.4
長-771,4,戸建,木造,屋根断熱,床断熱,0.26,0.51,0.47,0.53,0.76,2.33,1.99,0.4,0.4
長-793,4,戸建,木造,屋根断熱,床断熱,0.26,0.51,0.47,0.53,0.76,2.33,1.99,0.4,0.4
長-802,4,戸建,木造,屋根断熱,床断熱,0.26,0.51,0.47,0.53,0.76,2.33,1.99,0.4,0.4
長-821,4,戸建,木造,屋根断熱,床断熱,0.26,0.51,0.47,0.53,0.76,2.33,1.99,0.4,0.4
長-824,4,戸建,木造,屋根断熱,床断熱,0.26,0.51,0.47,0.53,0.76,2.33,1.99,0.4,0.4
長-834,4,戸建,木造,屋根断熱,床断熱,0.26,0.51,0.47,0.53,0.76,2.33,1.99,0.4,0.4
長-870,4,戸建,木造,屋根断熱,床断熱,0.26,0.51,0.47,0.53,0.76,2.33,1.99,0.4,0.4
長-872,4,戸建,木造,屋根断熱,床断熱,0.26,0.51,0.47,0.53,0.76,2.33,1.99,0.4,0.4
長-891,4,戸建,木造,屋根断熱,床断熱,0.26,0.51,0.47,0.53,0.76,2.33,1.99,0.4,0.4
長-055,4,戸建,木造,桁上・桁間,基礎断熱,0.37,0.49,-,0.59,0.59,2.33,1.99,0.08,0.08
長-064,4,戸建,木造,桁上・桁間,基礎断熱,0.37,0.49,-,0.59,0.59,2.33,1.99,0.08,0.08
長-114,4,戸建,木造,桁上・桁間,基礎断熱,0.37,0.49,-,0.59,0.59,2.33,1.99,0.08,0.08
長-125,4,戸建,木造,桁上・桁間,基礎断熱,0.37,0.49,-,0.59,0.59,2.33,1.99,0.08,0.08
長-130,4,戸建,木造,桁上・桁間,基礎断熱,0.37,0.49,-,0.59,0.59,2.33,1.99,0.08,0.08
長-226,4,戸建,木造,桁上・桁間,基礎断熱,0.34,0.41,-,0.45,0.45,2.33,1.99,0.08,0.08
長-237,4,戸建,木造,桁上・桁間,基礎断熱,0.37,0.49,-,0.59,0.59,2.33,1.99,0.08,0.08
長-244,4,戸建,木造,桁上・桁間,基礎断熱,0.37,0.49,-,0.59,0.59,2.33,1.99,0.08,0.08
長-260,4,戸建,木造,桁上・桁間,基礎断熱,0.37,0.49,-,0.59,0.59,2.33,1.99,0.08,0.08
長-273,4,戸建,木造,桁上・桁間,基礎断熱,0.37,0.49,-,0.59,0.59,2.33,1.99,0.08,0.08
長-320,4,戸建,木造,桁上・桁間,基礎断熱,0.34,0.41,-,0.45,0.45,2.33,1.99,0.08,0.08
長-343,4,戸建,木造,桁上・桁間,基礎断熱,0.37,0.49,-,0.59,0.59,2.33,1.99,0.08,0.08
長-373,4,戸建,木造,桁上・桁間,基礎断熱,0.37,0.49,-,0.59,0.59,2.33,1.99,0.08,0.08
長-427,4,戸建,木造,桁上・桁間,基礎断熱,0.37,0.49,-,0.59,0.59,2.33,1.99,0.08,0.08
長-443,4,戸建,木造,桁上・桁間,基礎断熱,0.37,0.49,-,0.59,0.59,2.33,1.99,0.08,0.08
長-445,4,戸建,木造,桁上・桁間,基礎断熱,0.37,0.49,-,0.59,0.59,2.33,1.99,0.08,0.08
長-489,4,戸建,木造,桁上・桁間,基礎断熱,0.37,0.49,-,0.59,0.59,2.33,1.99,0.08,0.08
長-510,4,戸建,木造,桁上・桁間,基礎断熱,0.37,0.49,-,0.59,0.59,2.33,1.99,0.08,0.08
長-608,4,戸建,木造,桁上・桁間,基礎断熱,0.37,0.49,-,0.59,0.59,2.33,1.99,0.08,0.08
長-618,4,戸建,木造,桁上・桁間,基礎断熱,0.37,0.49,-,0.59,0.59,2.33,1.99,0.08,0.08
長-647,4,戸建,木造,桁上・桁間,基礎断熱,0.37,0.49,-,0.59,0.59,2.33,1.99,0.08,0.08
長-707,4,戸建,木造,桁上・桁間,基礎断熱,0.37,0.49,-,0.59,0.59,2.33,1.99,0.08,0.08
長-817,4,戸建,木造,桁上・桁間,基礎断熱,0.37,0.49,-,0.59,0.59,2.33,1.99,0.08,0.08
長-830,4,戸建,木造,桁上・桁間,基礎断熱,0.37,0.49,-,0.59,0.59,2.33,1.99,0.08,0.08
長-833,4,戸建,木造,桁上・桁間,基礎断熱,0.37,0.49,-,0.59,0.59,2.33,1.99,0.08,0.08
長-869,4,戸建,木造,桁上・桁間,基礎断熱,0.37,0.49,-,0.59,0.59,2.33,1.99,0.08,0.08
長-889,4,戸建,木造,桁上・桁間,基礎断熱,0.37,0.49,-,0.59,0.59,2.33,1.99,0.08,0.08
長-918,4,戸建,木造,桁上・桁間,基礎断熱,0.37,0.49,-,0.59,0.59,2.33,1.99,0.08,0.08
長-925,4,戸建,木造,桁上・桁間,基礎断熱,0.32,0.49,-,0.59,0.59,2.33,1.99,0.08,0.08
長-927,4,戸建,木造,桁上・桁間,基礎断熱,0.37,0.49,-,0.59,0.59,2.33,1.99,0.08,0.08
長-928,4,戸建,木造,桁上・桁間,基礎断熱,0.37,0.49,-,0.59,0.59,2.33,1.99,0.08,0.08
長-074,4,戸建,木造,天井断熱,床断熱,0.5,0.45,0.43,0.53,0.76,2.33,1.99,0.46,0.46
長-100,4,戸建,木造,天井断熱,床断熱,0.5,0.45,0.43,0.53,0.76,2.33,1.99,0.46,0.46
長-121,4,戸建,木造,天井断熱,床断熱,0.5,0.45,0.43,0.53,0.76,2.33,1.99,0.46,0.46
長-499,4,戸建,木造,天井断熱,床断熱,0.24,0.36,0.45,0.53,0.76,2.33,1.99,0.46,0.46
長-117,4,戸建,木造,屋根断熱,床断熱,0.27,0.47,0.55,0.53,0.76,1.9,1.66,0.29,0.19
長-169,4,戸建,木造,屋根断熱,基礎断熱,0.27,0.47,-,0.51,0.51,2.33,1.99,0.32,0.21
長-208,4,戸建,木造,屋根断熱,基礎断熱,0.27,0.47,-,0.51,0.51,2.15,1.85,0.32,0.21
長-234,4,戸建,木造,屋根断熱,床断熱,0.27,0.47,0.55,0.53,0.76,2.33,1.99,0.32,0.21
長-255,4,戸建,木造,屋根断熱,床断熱,0.27,0.47,0.55,0.53,0.76,2.15,1.85,0.32,0.21
長-434,4,戸建,木造,屋根断熱,床断熱,0.27,0.47,0.55,0.53,0.76,1.9,1.66,0.29,0.19
長-474,4,戸建,木造,屋根断熱,床断熱,0.27,0.47,0.55,0.53,0.76,1.9,1.66,0.29,0.19
長-476,4,戸建,木造,屋根断熱,床断熱,0.27,0.47,0.55,0.53,0.76,1.9,1.66,0.29,0.19
長-477,4,戸建,木造,屋根断熱,床断熱,0.27,0.41,0.55,0.53,0.76,1.9,1.66,0.29,0.19
長-496,4,戸建,木造,屋根断熱,床断熱,0.27,0.47,0.55,0.53,0.76,2.15,1.85,0.32,0.21
長-538,4,戸建,木造,屋根断熱,基礎断熱,0.27,0.47,-,0.51,0.51,1.9,1.66,0.29,0.19
長-539,4,戸建,木造,屋根断熱,基礎断熱,0.27,0.41,-,0.51,0.51,1.9,1.66,0.29,0.19
長-563,4,戸建,木造,屋根断熱,床断熱,0.27,0.47,0.55,0.53,0.76,2.15,1.85,0.32,0.21
長-658,4,戸建,木造,屋根断熱,床断熱,0.27,0.47,0.55,0.53,0.76,1.9,1.66,0.29,0.19
長-701,4,戸建,木造,屋根断熱,床断熱,0.27,0.47,0.52,0.53,0.76,2.33,1.99,0.32,0.21
長-704,4,戸建,木造,屋根断熱,床断熱,0.27,0.47,0.55,0.53,0.76,1.9,1.66,0.29,0.19
長-744,4,戸建,木造,屋根断熱,床断熱,0.27,0.47,0.55,0.53,0.76,1.9,1.66,0.29,0.19
長-764,4,戸建,木造,屋根断熱,床断熱,0.27,0.47,0.55,0.53,0.76,1.9,1.66,0.29,0.19
長-795,4,戸建,木造,屋根断熱,床断熱,0.29,0.5,0.55,0.53,0.76,1.9,1.66,0.29,0.19
長-863,4,戸建,木造,屋根断熱,床断熱,0.27,0.47,0.52,0.53,0.76,1.9,1.66,0.29,0.19
長-879,4,戸建,木造,屋根断熱,床断熱,0.27,0.47,0.55,0.53,0.76,1.9,1.66,0.29,0.19
長-899,4,戸建,木造,屋根断熱,床断熱,0.27,0.47,0.55,0.53,0.76,1.9,1.66,0.29,0.19
長-304,4,戸建,木造,天井断熱,床断熱,0.25,0.36,0.29,0.53,0.76,2.33,1.99,0.41,0.41
長-305,4,戸建,木造,天井断熱,床断熱,0.25,0.36,0.29,0.53,0.76,2.33,1.99,0.41,0.41
